id,url,name,name_abbreviation,decision_date,docket_number,first_page,last_page,citations.0.type,citations.0.cite,citations.1.type,citations.1.cite,volume.url,volume.volume_number,volume.barcode,reporter.url,reporter.full_name,reporter.id,court.url,court.name_abbreviation,court.slug,court.id,court.name,jurisdiction.id,jurisdiction.name_long,jurisdiction.url,jurisdiction.slug,jurisdiction.whitelisted,jurisdiction.name,frontend_url,frontend_pdf_url,preview,analysis.word_count,analysis.random_bucket,analysis.sha256,analysis.ocr_confidence,analysis.char_count,analysis.random_id,analysis.pagerank.percentile,analysis.pagerank.raw,analysis.cardinality,analysis.simhash,last_updated,provenance.date_added,provenance.batch,provenance.source,citations.2.type,citations.2.cite,citations.3.type,citations.3.cite,citations.4.type,citations.4.cite
144565,https://api.case.law/v1/cases/144565/,"In re ADOPTION/GUARDIANSHIP NO. T97036005. In re Adoption/Guardianship Nos. T98097012, T98265014, T98198001",In re Adoption/Guardianship No. T97036005,2000-02-15,"Nos. 30, 32",1,26,official,358 Md. 1,parallel,746 A.2d 379,https://api.case.law/v1/volumes/32044056657828/,358,32044056657828,https://api.case.law/v1/reporters/524/,Maryland Reports,524,https://api.case.law/v1/courts/md/,Md.,md,8823,Court of Appeals of Maryland,50,Maryland,https://api.case.law/v1/jurisdictions/md/,md,False,Md.,https://cite.case.law/md/358/1/,"https://cite.case.law/pdf/144565/In%20re%20Adoption_Guardianship%20No.%20T97036005,%20358%20Md.%201,%20746%20A.2d%20379%20(2000).pdf",[],8800,52335,538208c74c8550a61e533de1428f3ef0b3a6c283f6ee11d53176132774c116b1,0.7,52071,2930494575,0.5854417971322382,1.1680380283477649e-07,1444,1:1265a62743cbf253,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
11466962,https://api.case.law/v1/cases/11466962/,"Pedro Oscar CRUZ, et al., Plaintiffs, Appellants, v. Juan R. MELECIO, etc., et al., Defendants, Appellees",Cruz v. Melecio,2000-02-17,No. 99-1960,14,25,official,204 F.3d 14,,,https://api.case.law/v1/volumes/32044056724651/,204,32044056724651,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/1st-cir/,1st Cir.,1st-cir,8809,United States Court of Appeals for the First Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/204/14/,"https://cite.case.law/pdf/11466962/Cruz%20v.%20Melecio,%20204%20F.3d%2014%20(2000).pdf",[],5425,59289,4b9b81a4c77b8dd116d00fc1481fe7fe0475ea2c9113bc43e435c03131d4a132,0.66,33812,2864637849,0.9833489036760489,1.020101329911988e-06,1765,1:1cba37272a3d5fcb,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
196724,https://api.case.law/v1/cases/196724/,"THE PEOPLE, Petitioner, v. THE SUPERIOR COURT OF SANTA CLARA COUNTY, Respondent; HIKMAT MUSTAFA MOUCHAOURAB, Real Party in Interest",People v. Superior Court,2000-02-18,No. H019369,403,444,official,78 Cal. App. 4th 403,,,https://api.case.law/v1/volumes/32044058774951/,78,32044058774951,https://api.case.law/v1/reporters/334/,"California Appellate Reports, Fourth Series",334,https://api.case.law/v1/courts/cal-ct-app-1/,Cal. Ct. App.,cal-ct-app-1,8799,Court of Appeal of the State of California,30,California,https://api.case.law/v1/jurisdictions/cal/,cal,False,Cal.,https://cite.case.law/cal-app-4th/78/403/,"https://cite.case.law/pdf/196724/People%20v.%20Superior%20Court,%2078%20Cal.%20App.%204th%20403%20(2000).pdf",[],17128,62964,9e79d54875b2aa126316cbfadb607ea7880dd82c874abb545cd3ea3c97b263b6,0.923,106634,2558391796,0.7821345134745726,2.2564707192109256e-07,2287,1:9e75a292b15a3099,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
11469138,https://api.case.law/v1/cases/11469138/,STATE of Louisiana v. Timothy PLAIN,State v. Plain,2000-02-18,No. 99 KA 1112,337,347,official,752 So. 2d 337,,,https://api.case.law/v1/volumes/32044056738412/,752,32044056738412,https://api.case.law/v1/reporters/1026/,"Southern Reporter, Second Series",1026,https://api.case.law/v1/courts/la-ct-app/,La. Ct. App.,la-ct-app,10118,Louisiana Court of Appeal,10,Louisiana,https://api.case.law/v1/jurisdictions/la/,la,False,La.,https://cite.case.law/so-2d/752/337/,"https://cite.case.law/pdf/11469138/State%20v.%20Plain,%20752%20So.%202d%20337%20(2000).pdf",[],4668,9655,58b6e91e09dbf24bdea3059e5302fe11ecfad9e93449837a489eba2e8bcf10d6,0.661,29012,85075383,0.4224410629225253,6.994609043689772e-08,1181,1:b229a348deffc075,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9476501,https://api.case.law/v1/cases/9476501/,"RICE v. CAYETANO, GOVERNOR OF HAWAII",Rice v. Cayetano,2000-02-23,No. 98-818,495,548,official,528 U.S. 495,parallel,145 L. Ed. 2d 1007,https://api.case.law/v1/volumes/32044066017500/,528,32044066017500,https://api.case.law/v1/reporters/983/,United States Reports,983,https://api.case.law/v1/courts/us/,U.S.,us,9009,Supreme Court of the United States,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/us/528/495/,"https://cite.case.law/pdf/9476501/Rice%20v.%20Cayetano,%20528%20U.S.%20495,%20145%20L.%20Ed.%202d%201007,%20120%20S.%20Ct.%201044%20(2000).pdf",[],17053,52502,59b7d08e0c113b5c70793b5760413f550b96d684028b723263b39478ef6daf33,0.492,104916,1428999446,0.9701369900567965,7.515809170975695e-07,3161,1:f92eef51859f8066,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,parallel,120 S. Ct. 1044,vendor,2000 U.S. LEXIS 1538,vendor,SCDB 1999-031
11456282,https://api.case.law/v1/cases/11456282/,"Prince Dwight MAX-GEORGE, Petitioner-Appellant, v. Janet RENO, U.S. Attorney General, and Richard Cravener, District Director, Immigration and Naturalization Service, Respondents-Appellees",Max-George v. Reno,2000-02-24,No. 98-21090,194,203,official,205 F.3d 194,,,https://api.case.law/v1/volumes/32044056744204/,205,32044056744204,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/5th-cir/,5th Cir.,5th-cir,8820,United States Court of Appeals for the Fifth Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/205/194/,"https://cite.case.law/pdf/11456282/Max-George%20v.%20Reno,%20205%20F.3d%20194%20(2000).pdf",[],5113,8967,3c443381971cf046a7a622c5428303b6192a9d84d5763193f15a84bed8a47405,0.682,32538,1317282567,0.9741393307243115,8.097033789527858e-07,1253,1:b55e7260654891cb,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9517497,https://api.case.law/v1/cases/9517497/,Andrew Anthony APICELLA v. STATE,Apicella v. State,2000-02-25,CR-96-2285,841,865,official,809 So. 2d 841,,,https://api.case.law/v1/volumes/32044062011564/,809,32044062011564,https://api.case.law/v1/reporters/1026/,"Southern Reporter, Second Series",1026,https://api.case.law/v1/courts/ala-crim-app/,Ala. Crim. App.,ala-crim-app,12083,Alabama Court of Criminal Appeals,23,Alabama,https://api.case.law/v1/jurisdictions/ala/,ala,False,Ala.,https://cite.case.law/so-2d/809/841/,"https://cite.case.law/pdf/9517497/Apicella%20v.%20State,%20809%20So.%202d%20841%20(2000).pdf",[],11334,21304,2ab6b0b4359e482fe9995b72400f12a4f65a0176e898b4ab5bf432a216e14df1,0.647,68643,2784514872,0.5845546833718199,1.1638806293198736e-07,2148,1:83cad42c6e6a8df4,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
11474951,https://api.case.law/v1/cases/11474951/,"UNITED STATES of America, Plaintiff-Appellant, v. Michael L. ENAS, Defendant-Appellee",United States v. Enas,2000-02-28,No. 99-10049,915,920,official,204 F.3d 915,,,https://api.case.law/v1/volumes/32044056724651/,204,32044056724651,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/9th-cir-1/,9th Cir.,9th-cir-1,8826,United States Court of Appeals for the Ninth Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/204/915/,"https://cite.case.law/pdf/11474951/United%20States%20v.%20Enas,%20204%20F.3d%20915%20(2000).pdf",[],2456,62092,704865f7d1f2c69b77c7a7e003b65d3f77e9c6861e37cb643b4b72fddecd31b1,0.664,15580,881586828,0.34188283186790636,5.443220225532614e-08,782,1:98b3ca63f253cd69,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9508111,https://api.case.law/v1/cases/9508111/,"SHALALA, SECRETARY OF HEALTH AND HUMAN SERVICES, et al. v. ILLINOIS COUNCIL ON LONG TERM CARE, INC.","Shalala v. Illinois Council on Long Term Care, Inc.",2000-02-29,No. 98-1109,1,52,official,529 U.S. 1,parallel,146 L. Ed. 2d 1,https://api.case.law/v1/volumes/32044062011267/,529,32044062011267,https://api.case.law/v1/reporters/983/,United States Reports,983,https://api.case.law/v1/courts/us/,U.S.,us,9009,Supreme Court of the United States,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/us/529/1/,"https://cite.case.law/pdf/9508111/Shalala%20v.%20Illinois%20Council%20on%20Long%20Term%20Care,%20Inc.,%20529%20U.S.%201,%20146%20L.%20Ed.%202d%201,%20120%20S.%20Ct.%201084%20(2000).pdf",[],15521,6267,4e6a5177e85ad4ee909c76776c6ac392312028bd38192bd533036ec45eb19be4,0.57,96105,4010743931,0.9981863881032929,3.7340500882480017e-06,2464,1:abeae2b379a42fd5,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,parallel,120 S. Ct. 1084,vendor,2000 U.S. LEXIS 1734,vendor,SCDB 1999-034
11450784,https://api.case.law/v1/cases/11450784/,"PROFESSIONAL INSURANCE MANAGEMENT, Plaintiff-Appellee, v. THE OHIO CASUALTY GROUP OF INSURANCE COMPANIES, et al., Defendants-Appellants; and Professional Insurance Management, Plaintiff-Appellee, v. The Ohio Casualty Group Of Insurance Companies, et al., Defendants-Appellants",Professional Insurance Management v. Ohio Casualty Group of Insurance Companies,2000-02-29,Nos. CIV.A. 99-5919 (JBS); CIV.A. 00-060 (JBS); Bankruptcy No. 94-13602; Adversary No. 94-1312,47,74,official,246 B.R. 47,,,https://api.case.law/v1/volumes/32044056752710/,246,32044056752710,https://api.case.law/v1/reporters/935/,West's Bankruptcy Reporter,935,https://api.case.law/v1/courts/dnj/,D.N.J.,dnj,9104,United States District Court for the District of New Jersey,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/br/246/47/,"https://cite.case.law/pdf/11450784/Professional%20Insurance%20Management%20v.%20Ohio%20Casualty%20Group%20of%20Insurance%20Companies,%20246%20B.R.%2047%20(2000).pdf",[],14520,3261,bb3efebca8ef49ed93360ade2dfdd2067d33111d8aa0debb64f0cd56e0036cbf,0.665,90368,526519485,0.38300552597544385,6.176238473987133e-08,2179,1:b71871fbbd3f1522,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
11453080,https://api.case.law/v1/cases/11453080/,"UNITED STATES, Appellee, v. Nai Fook LI, Defendant, Appellant; United States, Appellee, v. Yiu Ming Kwan, Defendant, Appellant; United States, Appellee, v. Ju Lin, Defendant, Appellant; United States, Appellee, v. Ben Lin, Defendant, Appellant; United States, Appellee, v. Hui Lin, Defendant, Appellant; United States, Appellee, v. Mao Bing Mu, Defendant, Appellant; United States, Appellee, v. Sang Li, Defendant, Appellant",United States v. Nai Fook Li,2000-02-29,"Nos. 97-2034, 97-2413, 98-1229, 98-1230, 98-1303, 98—1447 and 98-1448",56,78,official,206 F.3d 56,,,https://api.case.law/v1/volumes/32044056752074/,206,32044056752074,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/1st-cir/,1st Cir.,1st-cir,8809,United States Court of Appeals for the First Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/206/56/,"https://cite.case.law/pdf/11453080/United%20States%20v.%20Nai%20Fook%20Li,%20206%20F.3d%2056%20(2000).pdf",[],13477,64764,fe2575b672029559b1772c3f19aec4c39c7177ad36318431fc22dfe0580fff30,0.674,84697,1688403196,0.9814399198103217,9.625310496776534e-07,2765,1:32b38a146d523717,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
11462280,https://api.case.law/v1/cases/11462280/,"Calvin Jerold BURDINE, Petitioner, v. Gary JOHNSON, Director, Texas Department of Criminal Justice, Institutional Division, Respondent",Burdine v. Johnson,2000-03-01,No. Civ.A. H-94-4190,711,718,official,87 F. Supp. 2d 711,,,https://api.case.law/v1/volumes/32044056741051/,87,32044056741051,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/sd-tex/,S.D. Tex.,sd-tex,9171,United States District Court for the Southern District of Texas,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/87/711/,"https://cite.case.law/pdf/11462280/Burdine%20v.%20Johnson,%2087%20F.%20Supp.%202d%20711%20(2000).pdf",[],4024,40143,a12948126aea483c570e3d0f2d4a218103b0ff9a1ff026b4afb06ebd753bb8e7,0.654,24496,1331862735,0.5397194326564819,1.0051367370078988e-07,1183,1:f757e324f6084c41,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
105794,https://api.case.law/v1/cases/105794/,"MICHAEL J. MCDONNELL, PLAINTIFF-RESPONDENT, v. STATE OF ILLINOIS; STATE OF ILLINOIS, DEPARTMENT OF REVENUE; SAMUEL MCGAW; MICHAEL SCADUTO; JOE BARTLETTI; JUAN MORALES; FRANK NUGNES; AND BRIAN MCGRAIL, DEFENDANTS-APPELLANTS",McDonnell v. Illinois,2000-03-02,,298,303,official,163 N.J. 298,parallel,748 A.2d 1105,https://api.case.law/v1/volumes/32044056632219/,163,32044056632219,https://api.case.law/v1/reporters/558/,New Jersey Reports,558,https://api.case.law/v1/courts/nj-2/,N.J.,nj-2,8996,Supreme Court of New Jersey,24,New Jersey,https://api.case.law/v1/jurisdictions/nj/,nj,False,N.J.,https://cite.case.law/nj/163/298/,"https://cite.case.law/pdf/105794/McDonnell%20v.%20Illinois,%20163%20N.J.%20298,%20748%20A.2d%201105%20(2000).pdf",[],1799,22386,7211488b14dd824562e66032ae683c4144fe4d08c8db421e90689e9625797aa1,0.662,11271,2624214898,0.5386927360345224,1.0010010754584366e-07,693,1:b97cf615babda0a0,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
